City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Omboue,GA,-1.5746,9.2618,77.58,70,99,10.87,overcast clouds
333,Berlevag,NO,70.8578,29.0864,48.0,83,72,8.63,broken clouds
334,Jacareacanga,BR,-6.2222,-57.7528,94.75,27,100,4.36,overcast clouds
335,Port Hardy,CA,50.6996,-127.4199,57.38,94,90,2.3,light rain
336,Nantucket,US,41.2835,-70.0995,83.97,83,75,9.22,haze
337,Cabedelo,BR,-6.9811,-34.8339,83.07,69,1,15.82,clear sky
338,Iki-Burul,RU,45.8208,44.6472,89.94,28,97,11.59,overcast clouds
339,Khatanga,RU,71.9667,102.5,62.94,61,64,11.23,broken clouds
340,Ahuimanu,US,21.4447,-157.8378,78.51,75,40,10.36,scattered clouds
341,Shenzhen,CN,22.5455,114.0683,88.21,93,100,1.01,overcast clouds
342,Viedma,AR,-40.8135,-62.9967,47.28,42,27,25.37,scattered clouds
343,Evensk,RU,61.95,159.2333,49.46,97,100,5.68,light rain
344,Galle,LK,6.0367,80.217,80.17,86,68,12.01,broken clouds
345,Cherskiy,RU,68.75,161.3,36.93,82,0,9.28,clear sky
346,Luancheng,CN,37.8792,114.6517,82.56,75,100,1.61,overcast clouds
347,Labuhan,ID,-6.8844,112.2051,75.07,77,1,8.95,clear sky
348,Wattegama,LK,6.7989,81.4808,81.52,71,97,7.34,overcast clouds
349,Touros,BR,-5.1989,-35.4608,83.3,60,21,18.54,few clouds
350,Urumqi,CN,43.801,87.6005,85.15,22,0,4.47,clear sky
351,Birjand,IR,32.8663,59.2211,90.07,14,37,28.77,sand
352,Ulety,RU,51.3572,112.4849,56.53,89,85,1.63,overcast clouds
353,Kazerun,IR,29.6195,51.6541,100.49,11,1,20.22,clear sky
354,Galesong,ID,-5.3166,119.3661,69.82,67,20,7.92,few clouds
355,Lazaro Cardenas,MX,17.9583,-102.2,84.94,73,84,2.01,broken clouds
356,Pangkalanbuun,ID,-2.6833,111.6167,74.17,90,1,3.2,clear sky
357,Lubango,AO,-14.9172,13.4925,71.91,21,2,3.06,clear sky
358,Isangel,VU,-19.55,169.2667,72.25,73,78,16.44,broken clouds
359,Gat,IL,31.61,34.7642,89.4,61,0,12.28,clear sky
360,Domoni,KM,-12.2569,44.5319,74.3,72,20,12.82,few clouds
361,Baijiantan,CN,45.6333,85.1833,93.87,19,16,6.31,few clouds
362,Englewood,US,39.6478,-104.9878,86.16,46,20,1.01,few clouds
363,Sangar,RU,63.9242,127.4739,66.58,68,24,6.42,few clouds
364,Paracatu,BR,-17.2222,-46.8747,80.1,26,3,6.51,clear sky
365,Bonavista,CA,48.6499,-53.1147,66.2,83,53,10.56,broken clouds
366,Vallenar,CL,-28.5708,-70.7581,63.9,32,0,3.69,clear sky
367,Koson,UZ,39.0375,65.585,100.72,18,0,23.6,clear sky
368,Caldono,CO,2.7974,-76.4832,72.39,60,99,3.98,overcast clouds
369,Atar,MR,20.5169,-13.0499,114.98,5,68,6.78,broken clouds
370,Asyut,EG,27.181,31.1837,97.43,17,0,11.05,clear sky
371,Tual,ID,-5.6667,132.75,79.95,74,74,20.22,broken clouds
372,Kutum,SD,14.2,24.6667,83.86,44,82,8.52,broken clouds
373,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,6.91,overcast clouds
374,Altamira,BR,-3.2033,-52.2064,89.69,55,40,6.91,scattered clouds
375,Tokmak,UA,47.2514,35.7058,81.14,49,25,7.74,scattered clouds
376,Grand-Santi,GF,4.25,-54.3833,90.21,49,53,4.0,broken clouds
377,Prince Rupert,CA,54.3161,-130.3201,57.29,94,90,6.91,moderate rain
378,Mimongo,GA,-1.6195,11.6068,84.18,43,85,5.17,overcast clouds
379,Saint-Joseph,RE,-21.3667,55.6167,70.18,75,27,11.59,light rain
380,Ginda,IN,30.6945,78.4932,68.5,99,100,1.36,overcast clouds
381,Casablanca,MA,33.5928,-7.6192,82.62,65,40,18.01,scattered clouds
382,Kirakira,SB,-10.4544,161.9205,77.59,86,100,7.34,light rain
383,Kailua,US,21.4022,-157.7394,78.78,78,40,10.36,scattered clouds
384,Mbini,GQ,1.574,9.6134,82.24,72,85,10.09,overcast clouds
385,Siniscola,IT,40.5719,9.6922,94.55,65,70,3.22,broken clouds
386,Yar-Sale,RU,66.8333,70.8333,53.31,74,59,3.94,broken clouds
387,Bakel,SN,14.905,-12.4568,100.45,34,53,10.87,broken clouds
388,Bafq,IR,31.6128,55.4107,96.78,11,34,10.27,scattered clouds
389,San Quintin,MX,30.4833,-115.95,67.96,82,100,2.82,overcast clouds
390,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,93,75,14.97,broken clouds
391,Beibei,CN,29.8256,106.4339,88.27,78,4,1.86,light rain
392,Kaliganj,BD,23.4095,89.1402,84.02,82,100,4.25,overcast clouds
393,Fernie,CA,49.5,-115.0687,65.37,29,0,6.04,clear sky
394,Merzifon,TR,40.8733,35.4631,74.66,50,75,11.5,thunderstorm
395,Merritt Island,US,28.5392,-80.672,92.08,72,1,9.22,clear sky
396,Komsomolskiy,UZ,40.4272,71.7189,97.52,16,0,0.0,clear sky
397,Kavaratti,IN,10.5669,72.642,81.73,81,100,18.63,overcast clouds
398,Lasa,IT,46.6166,10.7002,71.02,76,70,5.55,broken clouds
399,Aquiraz,BR,-3.9014,-38.3911,87.89,52,51,13.85,broken clouds
400,Natal,BR,-5.795,-35.2094,84.42,61,40,18.41,scattered clouds
401,Kousseri,CM,12.0769,15.0306,85.96,66,40,2.3,scattered clouds
402,Zhigansk,RU,66.7697,123.3711,54.21,78,31,13.53,scattered clouds
403,Tura,IN,25.5198,90.2201,77.31,93,100,2.82,light rain
404,Sao Felix Do Xingu,BR,-6.6447,-51.995,95.16,24,57,4.5,broken clouds
405,Acarau,BR,-2.8856,-40.12,88.75,50,44,18.23,scattered clouds
406,Sioux Lookout,CA,50.1001,-91.917,73.78,60,90,6.91,smoke
407,Kaiyuan,CN,23.6977,103.3037,65.16,92,21,3.42,few clouds
408,Molchanovo,RU,57.5817,83.7692,61.77,97,100,12.86,moderate rain
409,Sarevere,EE,58.79,25.4281,83.93,41,55,4.0,broken clouds
410,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,94,75,10.18,light intensity drizzle
411,Muli,MV,2.9167,73.5667,81.37,69,100,2.51,overcast clouds
412,Mundgod,IN,14.9667,75.0333,74.32,95,64,7.92,broken clouds
413,Kropotkin,RU,45.4375,40.5756,83.82,35,0,11.59,clear sky
414,Hetauda,NP,27.4284,85.0322,83.55,90,100,2.51,moderate rain
415,Toora-Khem,RU,52.4675,96.11,60.84,98,99,2.77,light rain
416,Olafsvik,IS,64.8945,-23.7142,49.37,87,100,15.95,overcast clouds
417,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,59,0,12.62,clear sky
418,Awbari,LY,26.5921,12.7805,99.03,12,0,9.98,clear sky
419,Bilibino,RU,68.0546,166.4372,38.66,84,26,6.78,scattered clouds
420,Chumikan,RU,54.7183,135.315,62.62,80,100,4.41,overcast clouds
421,Owensboro,US,37.7742,-87.1133,88.02,89,75,5.75,mist
422,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,100,90,6.91,overcast clouds
423,Praia,CV,14.9215,-23.5087,84.74,58,40,17.27,scattered clouds
424,Maues,BR,-3.3836,-57.7186,95.68,30,80,4.7,broken clouds
425,Klyuchi,RU,52.2667,79.1667,63.03,65,8,9.15,clear sky
426,Yurino,RU,56.2942,46.3039,74.52,57,45,6.29,scattered clouds
427,High Prairie,CA,55.4334,-116.4858,58.3,52,15,8.28,few clouds
428,Xihe,CN,31.6864,113.4659,78.6,86,0,5.01,clear sky
429,Jasdan,IN,22.0333,71.2,78.39,86,84,12.53,broken clouds
430,Plouzane,FR,48.3833,-4.6167,68.32,79,75,9.22,broken clouds
431,Ligayan,PH,4.6533,119.4706,83.93,76,72,11.39,broken clouds
432,Yarada,IN,17.65,83.2667,87.42,67,100,13.6,moderate rain
433,San Jose El Idolo,GT,14.45,-91.4167,87.53,61,27,3.87,scattered clouds
434,Port Lincoln,AU,-34.7333,135.8667,53.44,61,30,14.58,heavy intensity rain
435,Palakkad,IN,10.7833,76.65,82.45,93,98,8.66,overcast clouds
436,Conceicao Do Araguaia,BR,-8.2578,-49.2647,96.31,22,52,5.91,broken clouds
437,Longyearbyen,SJ,78.2186,15.6401,44.44,81,75,16.11,broken clouds
438,Champerico,GT,14.3,-91.9167,90.77,78,41,2.86,scattered clouds
439,Coihaique,CL,-45.5752,-72.0662,42.75,56,20,3.44,few clouds
440,Hobyo,SO,5.3505,48.5268,77.49,76,71,27.87,broken clouds
441,Anadyr,RU,64.75,177.4833,52.3,87,90,4.0,moderate rain
442,Kenai,US,60.5544,-151.2583,52.09,92,1,4.61,clear sky
443,Erdaojiang,CN,41.7764,126.0319,71.78,91,100,1.45,overcast clouds
444,Sarangani,PH,5.4033,125.4636,84.29,73,100,10.42,overcast clouds
445,Fort-Shevchenko,KZ,44.5086,50.263,81.97,48,47,26.19,scattered clouds
446,Kuryk,KZ,43.2,51.65,95.97,20,0,17.54,clear sky
447,Sokolac,BA,43.9397,18.8017,86.97,33,74,6.38,broken clouds
448,Jiangyou,CN,31.7667,104.7167,73.74,84,52,5.01,broken clouds
449,Contamana,PE,-7.3333,-75.0167,90.45,49,5,3.11,clear sky
450,Zemio,CF,5.0314,25.1361,73.9,91,100,3.74,moderate rain
451,Yulara,AU,-25.2406,130.9889,48.04,40,19,0.0,few clouds
452,Valdivia,CL,-39.8142,-73.2459,37.49,57,9,4.43,clear sky
453,Nicoya,CR,10.1483,-85.452,81.95,72,100,4.72,overcast clouds
454,Havelock,US,34.8791,-76.9013,88.03,81,66,5.99,broken clouds
455,Inzer,RU,54.2167,57.5556,55.22,68,33,1.48,scattered clouds
456,Danilov,RU,58.1908,40.1717,69.21,55,64,5.55,broken clouds
457,Bezhetsk,RU,57.7851,36.6965,76.14,39,71,6.76,broken clouds
458,Nichinan,JP,31.6,131.3667,77.34,87,48,1.92,scattered clouds
459,Jumla,NP,29.2747,82.1838,66.4,99,100,1.97,overcast clouds
460,Thompson,CA,55.7435,-97.8558,60.96,41,20,3.44,few clouds
461,Araouane,ML,18.9048,-3.5265,106.43,18,76,10.65,broken clouds
462,Zeya,RU,53.75,127.2667,64.53,85,100,5.06,overcast clouds
463,Saint-Francois,FR,46.4154,3.9054,77.68,51,0,11.5,clear sky
464,Panuco,MX,22.05,-98.1667,88.03,54,0,3.18,clear sky
465,Fuling,CN,29.7022,107.3919,77.32,86,1,3.42,clear sky
466,Gobabis,NA,-22.45,18.9667,65.89,19,1,14.27,clear sky
467,Lucea,JM,18.451,-78.1736,86.86,69,89,6.33,overcast clouds
468,Easley,US,34.8298,-82.6015,89.19,76,1,1.01,clear sky
469,Horn,DE,51.8715,8.9451,78.35,56,84,7.81,broken clouds
470,Progreso,MX,21.2833,-89.6667,91.11,57,58,1.45,broken clouds
471,Verkhoturye,RU,58.8627,60.8054,57.69,69,59,5.26,broken clouds
472,Taoudenni,ML,22.6783,-3.9836,115.77,5,1,5.46,clear sky
473,Gamba,GA,-2.65,10.0,74.16,76,86,10.22,overcast clouds
474,Voh,NC,-20.9667,164.7,60.53,86,63,5.12,broken clouds
475,Baykit,RU,61.67,96.37,72.1,60,14,5.1,few clouds
476,Carutapera,BR,-1.195,-46.02,87.28,56,73,7.02,broken clouds
477,Brejinho,BR,-6.1908,-35.3567,83.05,46,43,17.83,scattered clouds
478,Tamiahua,MX,21.2667,-97.45,85.28,60,0,1.12,clear sky
479,Lethem,GY,3.3803,-59.7968,80.65,83,40,13.8,scattered clouds
480,Esna,EG,25.2934,32.554,102.27,12,1,13.78,clear sky
481,Turukhansk,RU,65.8167,87.9833,73.72,60,77,11.25,broken clouds
482,Elat,IL,29.5581,34.9482,103.84,25,0,11.5,clear sky
483,Manado,ID,1.487,124.8455,77.77,78,20,4.61,few clouds
484,Conde,BR,-7.2597,-34.9075,81.86,69,75,13.8,broken clouds
485,High Level,CA,58.5169,-117.136,60.91,77,20,3.44,few clouds
486,Porto Novo,BJ,6.4965,2.6036,82.22,65,83,11.43,broken clouds
487,Alyangula,AU,-13.8483,136.4192,62.47,94,50,0.0,scattered clouds
488,Hofn,IS,64.2539,-15.2082,52.3,79,100,6.33,overcast clouds
489,Medea,DZ,36.2642,2.7539,66.65,54,100,6.85,overcast clouds
490,Monte Carmelo,BR,-18.7247,-47.4986,77.68,25,0,9.6,clear sky
491,Sheridan,US,44.8333,-106.9173,89.31,27,1,4.61,clear sky
492,Matara,LK,5.9485,80.5353,79.54,86,75,11.36,broken clouds
493,Tabou,CI,4.423,-7.3528,78.93,70,59,10.71,broken clouds
494,Meiganga,CM,6.5167,14.3,71.94,86,88,6.44,light rain
495,Semenivka,UA,52.1783,32.5818,72.82,59,45,6.85,scattered clouds
496,Vanimo,PG,-2.6741,141.3028,77.31,81,9,3.29,clear sky
497,Bowen,AU,-20.0167,148.2333,52.02,73,30,11.03,scattered clouds
498,Adrar,MR,20.5022,-10.0711,112.17,4,2,5.14,clear sky
499,Hailar,CN,49.2,119.7,58.75,92,95,4.72,overcast clouds
500,Kidal,ML,18.4411,1.4078,88.3,44,100,19.53,overcast clouds
501,Seoul,KR,37.5683,126.9778,82.0,74,0,2.3,clear sky
502,Bryanka,UA,48.511,38.6722,79.0,41,70,2.8,broken clouds
503,Teguldet,RU,57.3064,88.1667,66.45,96,77,3.91,light rain
504,Alta Floresta,BR,-9.8756,-56.0861,93.02,29,0,11.5,clear sky
505,Westport,US,41.1415,-73.3579,88.14,59,1,5.75,clear sky
506,Vista Hermosa,MX,19.5167,-99.2167,65.55,66,1,4.61,clear sky
507,Akdepe,TM,42.0551,59.3788,96.89,21,0,19.53,clear sky
508,Wangaratta,AU,-36.3667,146.3333,48.4,93,90,6.91,overcast clouds
509,Baiyin,CN,36.5583,104.2081,65.28,48,44,6.98,scattered clouds
510,Nyurba,RU,63.2842,118.3319,71.92,59,49,2.59,scattered clouds
511,Kiama,AU,-34.6833,150.8667,59.38,65,100,7.0,light rain
512,Ust-Kuyga,RU,70.0167,135.6,54.16,96,100,4.94,overcast clouds
513,Puro,PH,12.4841,123.3827,83.08,76,81,19.69,broken clouds
514,Shimoda,JP,34.6667,138.95,78.91,86,99,6.62,overcast clouds
515,Paita,PE,-5.0892,-81.1144,72.16,71,31,10.58,scattered clouds
516,Colares,PT,38.7992,-9.4469,82.08,55,20,19.57,few clouds
517,Tinaquillo,VE,9.9186,-68.3047,77.47,86,94,5.37,overcast clouds
518,Malm,NO,64.0721,11.2172,87.64,39,6,2.95,clear sky
519,Kaduna,NG,10.5222,7.4383,74.95,86,93,8.39,light rain
520,Port Macquarie,AU,-31.4333,152.9167,47.37,77,0,5.68,clear sky
521,Walvis Bay,NA,-22.9575,14.5053,92.35,12,0,14.97,clear sky
522,Riyadh,SA,24.6877,46.7219,111.34,8,36,17.85,scattered clouds
523,Grand Gaube,MU,-20.0064,57.6608,68.4,79,3,3.0,clear sky
524,Belyy Yar,RU,53.6039,91.3903,69.69,83,93,0.0,overcast clouds
525,Okato,NZ,-39.2,173.8833,50.41,86,98,15.68,overcast clouds
526,Changji,CN,44.0167,87.3167,88.59,22,0,4.47,clear sky
527,Bridlington,GB,54.0831,-0.1919,77.18,78,30,10.58,scattered clouds
528,Dingle,PH,10.9995,122.6711,79.34,84,100,12.21,overcast clouds
529,Syamzha,RU,60.0158,41.0614,61.68,89,71,10.33,broken clouds
530,Pailon,BO,-17.65,-62.75,87.48,29,2,16.28,clear sky
531,Fort Morgan,US,40.2503,-103.8,78.1,42,0,3.49,clear sky
532,Qujing,CN,25.4833,103.7833,62.98,93,89,2.46,overcast clouds
533,Markapur,IN,15.7333,79.2833,88.5,51,100,10.4,overcast clouds
534,Samana,DO,19.2056,-69.3369,85.96,79,20,6.91,few clouds
535,Fairhope,US,30.523,-87.9033,91.44,69,20,1.01,few clouds
536,Sao Sebastiao,BR,-23.76,-45.4097,81.41,34,0,4.79,clear sky
537,Bereda,ES,43.2686,-7.5406,79.41,57,7,5.3,clear sky
538,Bonthe,SL,7.5264,-12.505,80.13,78,72,12.1,light rain
539,Krasnoselkup,RU,65.7,82.4667,59.2,90,100,16.42,light rain
540,Chany,RU,55.3121,76.7647,56.01,65,39,8.21,scattered clouds
541,Navalmoral De La Mata,ES,39.8916,-5.5406,91.96,21,5,2.77,clear sky
542,Rumuruti,KE,0.267,36.5389,60.49,79,99,6.24,light rain
543,Blagoyevo,RU,63.3667,47.9167,54.05,59,45,10.6,scattered clouds
544,Sedan,FR,49.6667,5.0,71.56,88,84,8.99,broken clouds
545,West Bay,KY,19.3667,-81.4167,88.05,66,20,5.75,few clouds
546,Indianola,US,41.3581,-93.5574,85.66,66,0,4.07,clear sky
547,Robertsport,LR,6.7533,-11.3686,79.2,76,58,14.27,broken clouds
548,Nurota,UZ,40.5614,65.6886,96.89,21,0,24.16,clear sky
549,Hualmay,PE,-11.0964,-77.6139,67.44,74,42,11.48,scattered clouds
550,Novyy Urengoy,RU,66.0833,76.6333,49.98,93,100,10.58,light rain
551,Sao Filipe,CV,14.8961,-24.4956,75.94,76,78,6.93,broken clouds
552,Phuket,TH,8.0,98.25,87.1,79,20,11.5,few clouds
553,Kalianget,ID,-7.05,113.9333,78.91,68,6,13.0,clear sky
554,Clifton,US,40.8584,-74.1638,88.95,56,1,1.01,haze
555,Deputatskiy,RU,69.3,139.9,46.11,92,100,3.62,light rain
556,Mackay,AU,-21.15,149.2,56.05,93,25,4.61,scattered clouds
557,Kastamonu,TR,41.5,33.6667,65.8,79,94,9.8,overcast clouds
558,Junin,AR,-34.5838,-60.9433,56.46,38,76,12.12,broken clouds
559,Srednekolymsk,RU,67.45,153.6833,39.24,78,51,7.9,broken clouds
560,Taganak,PH,6.0833,118.3,80.74,69,95,4.03,overcast clouds
561,Zacualpan,MX,21.25,-105.1667,83.82,81,100,4.34,overcast clouds
562,Sinnamary,GF,5.3833,-52.95,83.62,73,60,7.76,broken clouds
563,Eslov,SE,55.8393,13.3039,82.47,67,85,14.12,overcast clouds
564,Shalinskoye,RU,55.7228,93.7594,66.67,88,79,3.65,broken clouds
565,Ergani,TR,38.2653,39.7621,98.15,16,0,9.31,clear sky
566,Ugoofaaru,MV,5.6667,73.0,80.85,79,100,7.4,overcast clouds
567,Kodinsk,RU,58.6881,99.1844,70.39,58,21,3.87,few clouds
568,Melita,CA,49.2681,-100.9967,80.96,25,0,12.68,clear sky
569,Calvillo,MX,21.85,-102.7167,67.14,40,99,3.6,overcast clouds
570,Sri Aman,MY,1.2376,111.4621,77.05,88,97,0.0,overcast clouds
571,Changping,CN,40.2186,116.2197,76.64,94,100,3.0,light rain
572,Portland,US,45.5234,-122.6762,67.14,80,75,1.99,broken clouds
573,Tiznit,MA,29.5833,-9.5,81.39,39,0,11.56,clear sky
574,Soe,ID,-9.8607,124.284,63.05,89,57,5.14,broken clouds
575,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,63,0,6.71,clear sky
576,Biltine,TD,14.5333,20.9167,87.35,49,74,10.42,broken clouds
577,Kloulklubed,PW,7.0419,134.2556,81.1,80,100,13.2,overcast clouds
578,Grindavik,IS,63.8424,-22.4338,53.55,87,90,17.27,overcast clouds
579,Saint-Denis,FR,48.9167,2.3333,77.77,63,75,9.22,broken clouds
580,Campeche,MX,19.0,-90.5,93.45,44,65,1.81,broken clouds
581,Sur,OM,22.5667,59.5289,93.72,53,56,7.47,broken clouds
582,Bara,NG,10.3744,10.7288,77.99,80,98,6.91,light rain
583,Bakchar,RU,57.0186,82.0711,54.01,95,96,11.25,overcast clouds
584,Amapa,BR,1.0,-52.0,88.47,49,36,4.38,scattered clouds
585,Pamanukan,ID,-6.2842,107.8106,73.24,79,0,5.75,clear sky
586,Sidi Ali,DZ,36.0998,0.4206,76.53,68,20,15.93,few clouds
587,Ulaangom,MN,49.9811,92.0667,65.59,64,87,0.89,overcast clouds
588,Teguise,ES,29.0605,-13.564,77.22,61,20,25.32,few clouds
589,Flinders,AU,-34.5833,150.8552,59.18,65,100,5.01,light rain
590,Pontianak,ID,-0.0333,109.3333,78.78,94,40,6.91,moderate rain
591,Craig,US,40.5153,-107.5464,71.22,46,1,3.44,clear sky
592,Dmytrivka,UA,45.9717,28.9864,88.07,27,2,2.57,clear sky
593,Salamiyah,SY,35.0113,37.0532,91.67,22,0,17.83,clear sky
594,Kununurra,AU,-15.7667,128.7333,67.98,77,93,1.14,overcast clouds
595,Yuksekova,TR,37.5736,44.2872,84.83,19,1,6.26,clear sky
596,Dalbandin,PK,28.8947,64.4101,101.28,7,42,9.35,scattered clouds
597,Zahvizdya,UA,48.9184,24.6528,84.38,54,0,11.92,clear sky
598,Doha,QA,25.2867,51.5333,106.11,65,61,9.22,broken clouds
599,Saint-Louis,SN,16.3333,-15.0,101.84,26,74,17.22,broken clouds
600,Male,MV,4.1748,73.5089,84.15,79,75,8.05,broken clouds
601,Christchurch,NZ,-43.5333,172.6333,49.48,84,90,3.44,overcast clouds
602,Leningradskiy,RU,69.3833,178.4167,37.11,92,94,2.17,overcast clouds
603,Kathmandu,NP,27.7167,85.3167,73.62,94,75,2.3,moderate rain
604,Pithoragarh,IN,29.5833,80.2167,68.56,95,100,2.21,overcast clouds
605,Yantikovo,RU,55.8216,47.9104,74.12,59,84,6.26,broken clouds
606,Fare,PF,-16.7,-151.0167,78.17,72,48,11.5,scattered clouds
607,Port Hedland,AU,-20.3167,118.5667,64.45,88,78,6.91,broken clouds
608,Haifa,IL,32.8156,34.9892,93.61,73,40,11.5,scattered clouds
609,Platonovka,RU,52.7106,41.952,71.1,55,71,3.47,broken clouds
610,China,MX,25.7,-99.2333,86.88,54,0,4.12,clear sky
611,Vuktyl,RU,63.8567,57.3094,54.03,59,89,3.71,overcast clouds
612,Valasske Klobouky,CZ,49.1406,18.0076,88.57,55,17,4.0,few clouds
613,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,90.77,19,0,10.38,clear sky
614,Rawson,AR,-43.3002,-65.1023,43.48,46,8,29.71,clear sky
615,New Milford,US,40.9327,-74.0179,89.35,61,1,3.0,haze
616,Ixtapa,MX,20.7,-105.2,80.22,88,75,4.61,broken clouds
617,Mantua,IT,45.1667,10.7833,85.73,72,99,5.84,overcast clouds
618,Darnah,LY,32.767,22.6367,79.3,65,0,13.82,clear sky
619,Price,US,39.5994,-110.8107,77.41,46,1,5.75,clear sky
620,Kilindoni,TZ,-7.9139,39.6668,75.16,70,88,17.34,overcast clouds
621,Tarko-Sale,RU,64.9225,77.785,49.21,95,100,18.92,light rain
622,Isfana,KG,39.8386,69.5306,81.16,18,0,7.54,clear sky
623,Berdigestyakh,RU,62.0989,126.6992,66.63,71,42,5.86,scattered clouds
624,Dourbali,TD,11.8091,15.8632,79.81,73,100,5.84,moderate rain
625,Meadow Lake,US,34.8014,-106.5436,80.71,52,49,3.0,scattered clouds
626,Saint-Pierre,RE,-21.3393,55.4781,71.28,75,75,21.85,broken clouds
627,Benito Juarez,MX,19.385,-99.165,66.0,66,1,1.99,clear sky
628,Onufriyivka,UA,48.9072,33.4487,82.89,36,27,8.55,scattered clouds
629,Kasongo,CD,-4.45,26.6667,83.5,26,86,6.49,overcast clouds
630,Jalu,LY,29.0331,21.5482,95.43,17,0,9.08,clear sky
631,Kaniama,CD,-7.5667,24.1833,76.42,24,80,4.23,broken clouds
632,Buarcos,PT,40.166,-8.8768,84.09,78,4,16.35,clear sky
633,Bo Rai,TH,12.5728,102.5371,75.81,97,95,3.38,overcast clouds
634,Loreto,MX,22.2667,-101.9667,70.09,36,96,3.49,overcast clouds
635,Puerto Ayacucho,VE,5.6639,-67.6236,73.87,95,100,2.42,overcast clouds
636,Port Augusta,AU,-32.5,137.7667,57.34,47,68,13.69,broken clouds
637,Eston,CA,51.1501,-108.7514,64.29,44,7,15.82,clear sky
638,Nola,IT,40.922,14.5329,99.16,32,94,1.01,overcast clouds
639,Rura,IN,26.4833,79.9,89.56,63,100,4.16,very heavy rain
640,Zaysan,KZ,47.4667,84.8667,72.61,49,38,9.24,scattered clouds
641,Madisonville,US,37.3281,-87.4989,84.92,79,23,1.01,few clouds
642,Faya,SA,18.3851,42.4509,68.11,54,93,3.78,overcast clouds
643,San Rafael Del Sur,NI,11.8485,-86.4384,85.17,54,83,7.99,broken clouds
644,Kasongo-Lunda,CD,-6.4667,16.8167,91.51,17,84,5.5,broken clouds
645,Quimperle,FR,47.8667,-3.55,71.08,77,75,18.41,broken clouds
646,Auki,SB,-8.7676,160.7034,75.25,94,100,6.17,overcast clouds
647,Kihei,US,20.785,-156.4656,77.85,89,1,17.27,clear sky
648,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,90.97,24,17,7.76,few clouds
649,Banjarmasin,ID,-3.3244,114.591,75.34,88,1,2.86,clear sky
650,Guarapari,BR,-20.6667,-40.4975,78.69,57,0,15.75,clear sky
651,Isabela,PH,6.7085,121.9711,80.65,87,87,4.83,overcast clouds
652,Port Hawkesbury,CA,45.6169,-61.3485,68.04,93,90,5.01,overcast clouds
653,Lerwick,GB,60.1545,-1.1494,59.0,94,100,15.97,overcast clouds
654,Xiongyue,CN,40.1774,122.1228,74.7,85,27,5.99,scattered clouds
655,Tsiroanomandidy,MG,-18.7667,46.0333,65.89,55,61,3.24,light rain
656,Rio Cuarto,AR,-33.1307,-64.3499,50.83,62,75,9.22,broken clouds
657,Kiomboi,TZ,-4.2667,34.3667,68.68,33,71,5.82,broken clouds
658,Churapcha,RU,62.0025,132.4325,64.31,73,21,7.47,few clouds
659,Vila,PT,42.0304,-8.1588,75.74,48,0,6.29,clear sky
660,Le Port,RE,-20.9373,55.2919,71.6,73,53,5.57,broken clouds
661,Rimetea,RO,46.45,23.5667,84.88,62,91,4.16,overcast clouds
662,Zhanakorgan,KZ,43.9098,67.2495,89.64,16,0,21.41,clear sky
663,Hamina,FI,60.5697,27.1979,84.99,58,13,8.63,few clouds
664,Granadilla De Abona,ES,28.1188,-16.576,72.63,71,2,14.58,clear sky
665,Datong,CN,40.0936,113.2914,70.47,63,90,3.91,overcast clouds
666,Ola,RU,59.5833,151.2833,53.24,99,100,4.32,light rain
667,Flin Flon,CA,54.7682,-101.865,62.44,51,75,6.91,broken clouds
668,Limoges,FR,45.75,1.3333,68.68,83,40,6.91,light rain
